video_id,trending_date,channel_title,category_id,publish_time,views,likes,dislikes,comment_count,comments_disabled,ratings_disabled,category_name
REt-3P5h4Lo,12/5/2017,Kylie Cosmetics,22,2017-11-29T23:50:14.000Z,1727746,63887,2727,2636,FALSE,FALSE,People & Blogs
rdJdJpwmcKU,12/5/2017,Jeremy Jahns,24,2017-11-30T02:21:34.000Z,541237,20638,623,3146,FALSE,FALSE,Entertainment
ZBXZojt6dpM,12/5/2017,The School of Life,27,2017-11-30T14:00:04.000Z,172632,6771,221,408,FALSE,FALSE,Education
Fh3zmz7Ravw,12/5/2017,The Tonight Show Starring Jimmy Fallon,23,2017-11-30T04:59:22.000Z,639815,10947,347,765,FALSE,FALSE,Comedy
GxLYCKB8v2w,12/5/2017,First Aid Kit,10,2017-12-01T05:00:00.000Z,16360,652,4,51,FALSE,FALSE,Music
vOKOamXsXYE,12/5/2017,TheScriptVEVO,10,2017-12-01T08:00:07.000Z,472518,28289,225,1506,FALSE,FALSE,Music
My4RA5I0FKs,12/5/2017,Mark Rober,28,2017-11-28T21:05:56.000Z,9821377,230508,6016,13731,FALSE,FALSE,Science & Technology
aTvw9_dxBlk,12/5/2017,WTHR,25,2017-11-30T18:20:44.000Z,32050,161,17,171,FALSE,FALSE,News & Politics
Lwfhn_MiTTg,12/5/2017,Corinne Leigh,22,2017-11-30T02:59:20.000Z,476768,38427,281,2592,FALSE,FALSE,People & Blogs
v1OhsiZjpww,12/5/2017,The Telegraph,25,2017-11-29T11:32:16.000Z,864903,2323,861,18,FALSE,FALSE,News & Politics
nMbUA7dghlk,12/5/2017,CaseyNeistat,22,2017-11-29T17:59:50.000Z,1655120,58816,1055,3760,FALSE,FALSE,People & Blogs
0vhxoVwqZkk,12/5/2017,Glam&Gore,24,2017-11-30T01:52:27.000Z,587308,49544,260,2234,FALSE,FALSE,Entertainment
izwomieBwG0,12/5/2017,SciShow,27,2017-11-29T22:00:02.000Z,436683,19041,309,1693,FALSE,FALSE,Education
0xCggNCs2kU,12/5/2017,CYNVEVO,10,2017-11-30T16:00:00.000Z,113307,3264,161,429,FALSE,FALSE,Music
0EQuVfP-vXs,12/5/2017,Trailers Promos Teasers,24,2017-11-29T07:54:36.000Z,195420,518,335,360,FALSE,FALSE,Entertainment
ZfHiw_LFNGw,12/5/2017,HollywoodLife,24,2017-11-29T00:35:32.000Z,4961443,22240,7260,3102,FALSE,FALSE,Entertainment
Zx7p_tmWlq0,12/5/2017,NBC News,25,2017-11-30T20:41:21.000Z,13997,72,36,0,TRUE,FALSE,News & Politics
GDUncuEErzQ,12/5/2017,The University of Chicago,27,2012-12-10T17:48:48.000Z,7554,29,3,2,FALSE,FALSE,Education
qEklBC2BQig,12/5/2017,BUILD Series,24,2017-11-29T18:31:44.000Z,94568,2855,29,276,FALSE,FALSE,Entertainment
pJ96Z2PPKI8,12/5/2017,The Voice,24,2017-11-29T02:10:41.000Z,1212650,22522,920,1447,FALSE,FALSE,Entertainment
pWZnhJay0Y8,12/5/2017,Beyond The Trailer,24,2017-11-29T18:53:21.000Z,132468,2445,558,1209,FALSE,FALSE,Entertainment
0MyCrMrkMFo,12/5/2017,Millie T,24,2017-11-30T18:00:00.000Z,336776,16878,432,752,FALSE,FALSE,Entertainment
2nJ3U5dzvPs,12/5/2017,HANSON,10,2017-11-30T17:04:50.000Z,89594,2230,96,245,FALSE,FALSE,Music
oeAEuiovVbg,12/5/2017,TBS,24,2017-11-28T20:30:42.000Z,1058032,21268,228,1256,FALSE,FALSE,Entertainment
VhexfxLPgTE,12/5/2017,FIFATV,17,2017-11-30T07:30:00.000Z,310519,8677,98,1370,FALSE,FALSE,Sports
gvZW4Lh-8Mc,12/5/2017,cgriesemer,1,2017-11-29T14:58:15.000Z,55469,161,8,30,FALSE,FALSE,Film & Animation
Z9cB0TjfIkM,12/5/2017,Screen Junkies,1,2017-11-28T18:00:02.000Z,2109158,61175,1042,5289,FALSE,FALSE,Film & Animation
UAdJvXMIlXc,12/5/2017,Google,28,2017-11-30T03:32:16.000Z,297680,6290,212,539,FALSE,FALSE,Science & Technology
ykHeGtN4m94,12/5/2017,20th Century Fox,1,2017-11-28T21:28:53.000Z,2946557,73493,3202,5256,FALSE,FALSE,Film & Animation
NqntFonA2iY,12/5/2017,Variety,24,2017-11-28T19:26:57.000Z,657337,3014,7706,3313,FALSE,FALSE,Entertainment
a8gzChJsvEo,12/5/2017,CinemaSins,1,2017-11-28T17:11:19.000Z,1789817,38476,3328,6570,FALSE,FALSE,Film & Animation
J3IbiFCR-Xs,12/5/2017,Vote The Process,1,2017-11-30T01:29:36.000Z,88657,593,27,52,FALSE,FALSE,Film & Animation
sQi0Yu1ApyE,12/5/2017,E! Entertainment,24,2017-11-29T15:00:06.000Z,896944,7406,356,754,FALSE,FALSE,Entertainment
f2xPEy4PrmA,12/5/2017,RM Videos,23,2017-11-29T18:09:02.000Z,38793,148,4,9,FALSE,FALSE,Comedy
4qakFfGRV4E,12/5/2017,"One List , One Life",22,2017-11-30T15:36:12.000Z,42463,732,87,121,FALSE,FALSE,People & Blogs
y7QjFRtt-sg,12/5/2017,Madelaine Petsch,22,2017-11-29T19:49:56.000Z,269201,23715,133,1016,FALSE,FALSE,People & Blogs
HVjlcUtuENM,12/5/2017,Gigi Gorgeous,26,2017-11-29T00:53:50.000Z,759844,18096,21877,4477,FALSE,FALSE,How to & Style
d8GHT9nK66Y,12/5/2017,KaneBrownVEVO,10,2017-11-28T08:00:05.000Z,834616,15950,674,398,FALSE,FALSE,Music
cIriwVhRPVA,12/5/2017,SigridVEVO,10,2017-11-30T16:00:02.000Z,452685,21675,474,1189,FALSE,FALSE,Music
5MtBgDVPtx0,12/5/2017,RackaRacka,24,2017-11-28T16:36:59.000Z,1217170,90952,916,6818,FALSE,FALSE,Entertainment
6d6SmcYcP_U,12/5/2017,Clevver News,24,2017-11-29T23:30:19.000Z,364402,3270,168,588,FALSE,FALSE,Entertainment
7uvxjNut1gk,12/5/2017,QUARTZ,22,2017-11-07T07:09:01.000Z,65683,34,10,0,TRUE,FALSE,People & Blogs
k9oMv0JzCn8,12/5/2017,MOBO Awards,10,2017-11-29T23:23:09.000Z,35820,377,24,52,FALSE,FALSE,Music
J2kNt-PHayo,12/5/2017,Fleur DeForce,26,2017-11-29T17:00:02.000Z,127072,4173,95,310,FALSE,FALSE,How to & Style
o9zRQijCN5w,12/5/2017,Atlantic Records,10,2017-11-29T05:08:34.000Z,637661,28009,356,1106,FALSE,FALSE,Music
Q9B45wXYpzc,12/5/2017,USA TODAY,25,2017-11-30T20:05:10.000Z,4964,46,1,61,FALSE,FALSE,News & Politics
3XklsSF53pc,12/5/2017,Munchies,24,2017-11-28T12:00:00.000Z,911100,23058,612,1871,FALSE,FALSE,Entertainment
ljEjBIZ2qCQ,12/5/2017,vlogbrothers,22,2017-11-28T19:22:55.000Z,320455,12562,383,1604,FALSE,FALSE,People & Blogs
q9bGAAYR2MY,12/5/2017,DamonAndJo,23,2017-11-28T20:22:30.000Z,127301,6065,242,486,FALSE,FALSE,Comedy
wa9ZyarpM2U,12/5/2017,REACT,24,2017-11-27T20:00:09.000Z,1544798,35289,1581,3158,FALSE,FALSE,Entertainment
a33EuuqAP9U,12/5/2017,AlmazanKitchen,26,2017-11-29T20:00:01.000Z,141225,3421,261,582,FALSE,FALSE,How to & Style
nVrkQyLS4oE,12/5/2017,Tyler Oakley,24,2017-11-28T20:01:26.000Z,384624,28239,359,1503,FALSE,FALSE,Entertainment
lyavSkF30Rs,12/5/2017,Complex,24,2017-11-29T19:00:02.000Z,56577,449,27,176,FALSE,FALSE,Entertainment
THr_seahKUI,12/5/2017,The White House,25,2017-11-27T14:17:59.000Z,2231089,34658,24496,19086,FALSE,FALSE,News & Politics
,12/5/2017,Omeleto,1,2017-11-29T08:57:21.000Z,81488,2568,64,163,FALSE,FALSE,Film & Animation
mGAdg2lB6nQ,12/5/2017,Genius,10,2017-11-29T18:11:47.000Z,120971,3721,1650,1070,FALSE,FALSE,Music
ri1m5j_yq8A,12/5/2017,The Royal Family Channel,25,2017-11-29T17:17:32.000Z,243470,1665,59,297,FALSE,FALSE,News & Politics
LYX7CnSiBSM,12/5/2017,Tasty,22,2017-11-29T02:00:03.000Z,333820,14082,229,753,FALSE,FALSE,People & Blogs
CXK3OiDgymo,12/5/2017,Klossy,22,2017-11-29T00:07:39.000Z,758192,26629,282,823,FALSE,FALSE,People & Blogs
_KEN-cxmGw8,12/5/2017,Mashable Daily,2,2017-11-28T19:27:30.000Z,1108618,9984,1327,2639,FALSE,FALSE,Autos & Vehicles
fy5hua8oEVQ,12/5/2017,NitroV2,1,2017-11-29T03:19:58.000Z,134146,1515,113,571,FALSE,FALSE,Film & Animation
4SvJgnhnUag,12/5/2017,INSIDER,26,2017-11-30T16:37:38.000Z,20545,550,2,82,FALSE,FALSE,How to & Style
1vc1cKeor5A,12/5/2017,Andre Black Nerd,1,2017-11-28T23:54:33.000Z,70177,3109,62,651,FALSE,FALSE,Film & Animation
TNRrY8m71u4,12/5/2017,TiffyQuake,26,2017-11-29T03:23:43.000Z,93451,3484,43,566,FALSE,FALSE,How to & Style
xe8Id7pDNOM,12/5/2017,William Osman,28,2017-11-28T14:00:04.000Z,322376,12291,261,2955,FALSE,FALSE,Science & Technology
Ah7ldw_WmtE,12/5/2017,ExplosmEntertainment,23,2017-11-28T06:00:00.000Z,647516,33556,572,1472,FALSE,FALSE,Comedy
8rWuGBPA7bE,12/5/2017,ViralHog,15,2017-11-27T20:42:13.000Z,605918,5565,136,402,FALSE,FALSE,Pets & Animals
CVPp5FtQN8E,12/5/2017,Pies Are Awesome,26,2017-11-30T00:54:50.000Z,2082,20,0,5,FALSE,FALSE,How to & Style
exYLX9xGoyo,12/5/2017,Rosanna Pansino,26,2017-11-28T14:58:28.000Z,652798,30378,284,5377,FALSE,FALSE,How to & Style
Tn5OBFgiExQ,12/5/2017,razzark666,24,2012-01-02T23:42:16.000Z,52164,218,8,31,FALSE,FALSE,Entertainment
BGtsTNCMrQI,12/5/2017,Facelesstech,20,2017-11-25T19:26:31.000Z,1375,2,0,3,FALSE,FALSE,Gaming
QgaYsdnOMiM,12/5/2017,How To Cake It,26,2017-11-28T16:00:38.000Z,640849,25613,310,2609,FALSE,FALSE,How to & Style
LqF3QRp3VCE,12/5/2017,Good Morning America,24,2017-11-28T15:34:06.000Z,423039,6332,244,1321,FALSE,FALSE,Entertainment
5qxqo2CQakA,12/5/2017,Smosh,23,2017-11-27T17:00:00.000Z,1429023,33689,8370,3057,FALSE,FALSE,Comedy
3MA_64gyaA0,12/5/2017,Grandpa Kitchen,26,2017-11-28T20:44:06.000Z,607415,19893,458,2263,FALSE,FALSE,How to & Style
xegUPsJaUKc,12/5/2017,Grace Helbig,22,2017-11-29T18:00:05.000Z,113748,7451,109,435,FALSE,FALSE,People & Blogs
dQLlS4l1UJk,12/5/2017,Galantis,10,2017-11-28T15:00:58.000Z,380031,17639,274,927,FALSE,FALSE,Music
q_yzyuYDhVw,12/5/2017,PrincessPiaMiaVEVO,10,2017-12-01T05:00:02.000Z,102357,6234,101,305,FALSE,FALSE,Music
W8_T7MMywcs,12/5/2017,ScreenJunkies News,24,2017-11-28T18:37:33.000Z,64214,1795,46,257,FALSE,FALSE,Entertainment
UqItlHUSN-4,12/5/2017,PTXofficial,10,2017-11-27T15:00:54.000Z,3513086,118784,3594,11060,FALSE,FALSE,Music
uZ1M3DkKCEI,12/5/2017,PitbullVEVO,10,2017-11-27T14:00:43.000Z,6877412,208531,11055,14351,FALSE,FALSE,Music
LQicq60aJaw,12/5/2017,BBC News,25,2017-11-27T19:38:39.000Z,1218771,8737,1004,3906,FALSE,FALSE,News & Politics
hYip_Vuv8J0,12/5/2017,WIRED,28,2017-11-28T17:00:30.000Z,159322,5490,291,811,FALSE,FALSE,Science & Technology
pDi7cezk9CA,12/5/2017,ElleOfTheMills,24,2017-11-27T21:00:01.000Z,1275330,168189,3107,22931,FALSE,FALSE,Entertainment
p7E8g-Ity0k,12/5/2017,Business Insider,25,2017-11-30T17:41:07.000Z,3912,67,11,3,FALSE,FALSE,News & Politics
pKkZjjhPCQM,12/6/2017,CinemaSins,1,2017-12-05T16:58:28.000Z,1758327,57623,3122,9225,FALSE,FALSE,Film & Animation
SxAp27sFaIM,12/6/2017,LIL UZI VERT,22,2017-12-04T22:42:37.000Z,2662428,132593,8061,24597,FALSE,FALSE,People & Blogs
me5ifeBFaFo,12/6/2017,5MadMovieMakers,24,2017-12-04T19:22:01.000Z,1873538,60683,1736,5568,FALSE,FALSE,Entertainment
a_iMlwkzwow,12/6/2017,You Suck At Cooking,26,2017-12-05T15:03:53.000Z,360880,22837,578,2922,FALSE,FALSE,How to & Style
dDAlGl_8f9U,12/6/2017,Screen Junkies,1,2017-12-05T18:01:42.000Z,495312,17961,408,2572,FALSE,FALSE,Film & Animation
,12/6/2017,Dude Perfect,17,2017-12-04T22:57:07.000Z,8643326,299731,5168,23303,FALSE,FALSE,Sports
YvcIeSfaB3c,12/6/2017,The Late Show with Stephen Colbert,24,2017-12-05T08:35:01.000Z,990016,14361,2239,4567,FALSE,FALSE,Entertainment
qgTtyfgzGc0,12/6/2017,Netflix,24,2017-12-05T14:30:43.000Z,239087,4299,178,990,FALSE,FALSE,Entertainment
z1FfOwjlqxU,12/6/2017,NFL,17,2017-12-05T05:37:07.000Z,993435,7388,919,3187,FALSE,FALSE,Sports
KjICBHj1EzM,12/6/2017,Jimmy Kimmel Live,23,2017-12-05T10:00:01.000Z,1365999,26821,423,1908,FALSE,FALSE,Comedy
k8RSetlPF04,12/6/2017,Tati,26,2017-12-05T18:00:03.000Z,456286,26975,1578,4226,FALSE,FALSE,How to & Style
BOZngVYS04s,12/6/2017,jacksfilms,23,2017-12-05T01:09:16.000Z,1006870,56812,368,26575,FALSE,FALSE,Comedy
mrORbZ2dS08,12/6/2017,LecraeVEVO,10,2017-12-05T15:00:05.000Z,112186,7987,278,863,FALSE,FALSE,Music
dd3XfA4NVcQ,12/6/2017,MLG Highlights,17,2017-12-05T05:05:49.000Z,420943,1423,141,1152,FALSE,FALSE,Sports
v_CMMWCN5nQ,12/6/2017,Grace Helbig,22,2017-12-05T20:00:04.000Z,160196,10834,162,327,FALSE,FALSE,People & Blogs
266EI7hdjFs,12/6/2017,Universal Pictures,24,2017-12-04T00:41:00.000Z,4740233,49645,4339,9196,FALSE,FALSE,Entertainment
AtbyHpFeVDI,12/6/2017,TheEllenShow,24,2017-12-05T14:00:00.000Z,132458,3334,55,162,FALSE,FALSE,Entertainment
bqbWMgkvedI,12/6/2017,Tanya Burr,26,2017-12-05T15:30:02.000Z,141529,5659,142,234,FALSE,FALSE,How to & Style
0ZAA9Y4F37I,12/6/2017,The View,25,2017-12-05T16:12:12.000Z,36945,243,271,249,FALSE,FALSE,News & Politics
mNj27CgDAhQ,12/6/2017,The Voice,24,2017-12-05T02:44:05.000Z,300142,6662,331,990,FALSE,FALSE,Entertainment
hRAGY4BaFQs,12/6/2017,TMZ,24,2017-12-04T20:02:25.000Z,159480,552,1109,397,FALSE,FALSE,Entertainment
U0Az4NHlzfc,12/6/2017,Buttered Side Down,23,2017-12-05T18:00:01.000Z,84442,4360,196,411,FALSE,FALSE,Comedy
c3BTGJgd8Wo,12/6/2017,Breakfast Club Power 105.1 FM,24,2017-12-04T13:31:15.000Z,522680,6106,691,2949,FALSE,FALSE,Entertainment
R8WBN3fJmwM,12/6/2017,Karina Garcia,26,2017-12-05T02:19:56.000Z,962042,36068,845,12272,FALSE,FALSE,How to & Style
blgS56pESPk,12/6/2017,WWE,17,2017-12-05T04:20:22.000Z,1241552,51181,590,9630,FALSE,FALSE,Sports
BC19fhyTG_M,12/6/2017,SMTOWN,10,2017-12-05T19:00:02.000Z,1840613,372289,4995,45491,FALSE,FALSE,Music
X6iJ0hPpGec,12/6/2017,Mike Boyd,24,2017-12-04T12:00:03.000Z,792371,37116,436,3478,FALSE,FALSE,Entertainment
-C5q3oir8gA,12/6/2017,Good Mythical Morning,24,2017-12-04T11:00:00.000Z,635370,15605,716,1975,FALSE,FALSE,Entertainment
sjN-NGsRg9g,12/6/2017,Linkin Park,10,2017-12-04T15:00:48.000Z,1030999,96346,500,7612,FALSE,FALSE,Music
mIxlvVlOIS0,12/6/2017,Alan Walker,10,2017-12-05T13:14:20.000Z,539308,54737,556,5556,FALSE,FALSE,Music
84hXRY0uwQ0,12/6/2017,Variety,24,2017-12-05T17:00:00.000Z,36326,1086,34,113,FALSE,FALSE,Entertainment
2v34qDKvLqM,12/6/2017,The Tonight Show Starring Jimmy Fallon,23,2017-12-05T11:00:00.000Z,110339,1351,41,133,FALSE,FALSE,Comedy
032BPsxhreM,12/6/2017,The Talk,24,2017-12-05T22:00:00.000Z,10393,39,27,24,FALSE,FALSE,Entertainment
0v-6AylRH68,12/6/2017,jypentertainment,10,2017-12-05T09:00:09.000Z,1552618,99254,5195,7841,FALSE,FALSE,Music
a-4_6bThk2E,12/6/2017,Vox,25,2017-12-04T14:09:43.000Z,607186,15136,829,3520,FALSE,FALSE,News & Politics
w4lcP5ZA4wg,12/6/2017,The Dodo,15,2017-12-04T01:00:02.000Z,689279,18244,298,2120,FALSE,FALSE,Pets & Animals
_9YMpuLDnwo,12/6/2017,5-Minute Crafts,26,2017-12-03T08:30:00.000Z,12310226,109118,24634,8483,FALSE,FALSE,How to & Style
xi8u9DcC0_Q,12/6/2017,Cracked,23,2017-12-04T17:00:06.000Z,241569,10549,384,1795,FALSE,FALSE,Comedy
u5Jw7D-c3II,12/6/2017,KISS FM UK,10,2017-12-05T14:00:49.000Z,14086,450,13,45,FALSE,FALSE,Music
6wHVgiM0R54,12/6/2017,Life Noggin,27,2017-12-04T14:00:00.000Z,258975,12278,186,2534,FALSE,FALSE,Education
92HCNclQOYo,12/6/2017,Victoria's Secret,24,2017-12-04T11:36:31.000Z,316367,7718,233,372,FALSE,FALSE,Entertainment
OImHUNVLlco,12/6/2017,Bloomberg Politics,25,2017-12-05T12:46:57.000Z,6979,91,48,180,FALSE,FALSE,News & Politics
Z2Y8jGrkrDc,12/6/2017,Gus Johnson,23,2017-12-03T14:48:37.000Z,449175,14713,1111,946,FALSE,FALSE,Comedy
sW5HaEsnuMI,12/6/2017,CrazyRussianHacker,28,2017-12-03T19:01:09.000Z,1161978,26471,1393,3857,FALSE,FALSE,Science & Technology
48qcnpCWBq0,12/6/2017,GraceVanderWaalVEVO,10,2017-12-04T11:00:01.000Z,882324,91455,836,7117,FALSE,FALSE,Music
1l26UFQ06eQ,12/6/2017,Saturday Night Live,24,2017-12-03T05:52:22.000Z,4181144,53675,8441,12755,FALSE,FALSE,Entertainment
e77J4g0LMOk,12/6/2017,The X Factor UK,24,2017-12-03T19:47:01.000Z,2748611,116937,2453,0,TRUE,FALSE,Entertainment
bJNnsAmNoUc,12/6/2017,Josh Groban,10,2017-12-04T16:01:27.000Z,63078,1429,111,102,FALSE,FALSE,Music
Gw-Mm-hS_UY,12/6/2017,IISuperwomanII,23,2017-12-04T21:29:27.000Z,874275,80759,609,9034,FALSE,FALSE,Comedy
Cfn25A6krNg,12/6/2017,The New York Times,25,2017-12-05T01:00:00.000Z,28378,211,463,633,FALSE,FALSE,News & Politics
kJ18whKduFo,12/6/2017,CrashCourse,27,2017-12-04T22:13:37.000Z,35892,1429,129,292,FALSE,FALSE,Education
oxSlLYC_Exw,12/6/2017,NBA,17,2017-12-05T00:12:52.000Z,128551,2328,34,50,FALSE,FALSE,Sports
VPJ7BcVsOUU,12/6/2017,Kayley Melissa,26,2017-12-05T03:00:01.000Z,24941,2012,19,121,FALSE,FALSE,How to & Style
YF6xzqOfCD8,12/6/2017,Tom Scott,27,2017-12-04T16:00:02.000Z,219954,15502,63,675,FALSE,FALSE,Education
l5S5DM564O8,12/6/2017,Pac-12 Networks,17,2017-12-04T18:32:36.000Z,29988,0,0,0,TRUE,TRUE,Sports
Sl-NvOZ23m8,12/6/2017,ConnorFranta,22,2017-12-05T00:53:00.000Z,117218,16504,90,1210,FALSE,FALSE,People & Blogs
TzQe4sqjZT8,12/6/2017,Magnolia Pictures & Magnet Releasing,1,2017-12-05T17:41:48.000Z,8023,134,15,16,FALSE,FALSE,Film & Animation
hKqzBGE5w-0,12/6/2017,National Geographic,24,2017-12-04T04:38:50.000Z,69519,1528,146,110,FALSE,FALSE,Entertainment
AW9M7Cmzjj8,12/6/2017,First We Feast,26,2017-12-04T20:00:00.000Z,92000,3210,59,417,FALSE,FALSE,How to & Style
CRnCh-Y-kwM,12/6/2017,Associated Press,25,2017-12-05T12:02:40.000Z,8200,58,9,0,TRUE,FALSE,News & Politics
YF8415hDtEg,12/6/2017,ESPN,17,2017-12-04T22:03:29.000Z,63899,529,44,277,FALSE,FALSE,Sports
spuXN0ccRQ8,12/6/2017,The King of Random,27,2017-12-03T15:00:03.000Z,840424,18305,1183,3432,FALSE,FALSE,Education
76-ui4F8DJ0,12/6/2017,John Campea,24,2017-12-03T23:58:50.000Z,72009,2030,229,2401,FALSE,FALSE,Entertainment
iMg9ibfcBnM,12/6/2017,HellthyJunkFood,24,2017-12-03T14:00:06.000Z,181887,4975,1004,1128,FALSE,FALSE,Entertainment
GhcqN2FDAnA,12/6/2017,CNN,25,2017-12-02T15:05:47.000Z,443202,6943,3755,5547,FALSE,FALSE,News & Politics
bXYkU5u5pzg,12/6/2017,FOX Sports,17,2017-12-03T02:10:57.000Z,271695,1081,393,296,FALSE,FALSE,Sports
Qh06wlg9RmU,12/6/2017,Red Bull,17,2017-12-05T15:00:01.000Z,22178,1921,13,89,FALSE,FALSE,Sports
q6xkWA0Qi98,12/6/2017,Jack and Dean,23,2017-12-03T17:48:44.000Z,130633,19566,137,739,FALSE,FALSE,Comedy
DQQN_79QrDY,12/6/2017,Hevesh5,24,2017-12-02T18:00:00.000Z,2388711,22959,1907,2449,FALSE,FALSE,Entertainment
oX4YCoO6tK4,12/6/2017,Wengie,26,2017-12-02T18:48:02.000Z,2233963,63159,5987,12598,FALSE,FALSE,How to & Style
sxxJug2Ob_A,12/6/2017,Lele Pons,23,2017-12-02T18:30:25.000Z,3521101,162654,11423,10391,FALSE,FALSE,Comedy
6SevTnFTdpA,12/6/2017,Big Ten Network,17,2017-12-03T05:35:07.000Z,82958,410,57,360,FALSE,FALSE,Sports
AWtpYfjylCo,12/6/2017,BuzzFeedBlue,22,2017-12-02T16:00:55.000Z,313407,5733,778,567,FALSE,FALSE,People & Blogs
3SlG3sE8Ytg,12/6/2017,ThreadBanger,26,2017-12-03T00:27:30.000Z,959867,45283,456,5466,FALSE,FALSE,How to & Style
,12/6/2017,"European Space Agency, ESA",28,2017-12-02T20:01:53.000Z,146710,1730,72,217,FALSE,FALSE,Science & Technology
olOdCkYIsrA,12/6/2017,Tech Insider,28,2017-12-02T22:00:05.000Z,197356,5588,192,1003,FALSE,FALSE,Science & Technology
SM1w9PEQOE8,12/6/2017,DemiLovatoVEVO,10,2017-12-01T15:00:02.000Z,20546909,1127959,21919,70327,FALSE,FALSE,Music
SA7AIQw-7Ms,12/6/2017,GEazyMusicVEVO,10,2017-12-01T16:15:00.000Z,10279835,467926,6715,21848,FALSE,FALSE,Music
an6dsm86Kn4,12/6/2017,The Food Ranger,19,2017-12-02T14:00:00.000Z,480970,13941,536,3611,FALSE,FALSE,Travel & Events
gkvhlo4a5iQ,12/6/2017,RealLifeLore,27,2017-12-02T15:30:01.000Z,645122,21177,609,2716,FALSE,FALSE,Education
Z48OG9917mg,12/6/2017,CollegeHumor,23,2017-12-02T17:30:01.000Z,547294,20330,1044,962,FALSE,FALSE,Comedy
8IEvxQKzLyI,12/6/2017,Tom Daley,17,2017-12-03T18:00:00.000Z,59982,3520,88,412,FALSE,FALSE,Sports
8cpqLRC7T80,12/6/2017,Mr. Kate,26,2017-12-02T19:00:01.000Z,581817,33925,482,2169,FALSE,FALSE,How to & Style
X212iTIMfYU,12/6/2017,Refinery29,26,2017-12-04T16:00:05.000Z,14250,414,18,64,FALSE,FALSE,How to & Style
J7BVU65c8AQ,12/6/2017,Doctor Mike,22,2017-12-03T15:59:27.000Z,48365,3207,59,781,FALSE,FALSE,People & Blogs
MQSRmx9zS64,12/6/2017,Be Amazed,24,2017-12-02T19:21:13.000Z,75873,1578,104,223,FALSE,FALSE,Entertainment
EYLUUm9SLW0,12/6/2017,iJustine,22,2017-12-02T21:08:41.000Z,188335,8836,539,972,FALSE,FALSE,People & Blogs
OdpHOc7vqHA,12/6/2017,Simply Nailogical,24,2017-12-02T15:21:01.000Z,2929408,111985,1418,11547,FALSE,FALSE,Entertainment
EKkzbbLYPuI,12/6/2017,Lindsey Stirling,10,2017-12-01T16:01:15.000Z,3263861,162520,2035,6696,FALSE,FALSE,Music
hBvcngHRTFg,12/6/2017,Vanity Fair,24,2017-12-01T13:00:21.000Z,1475655,43253,781,2632,FALSE,FALSE,Entertainment
0doVNhCyoA4,12/6/2017,PBS NewsHour,25,2017-12-02T22:29:20.000Z,22020,167,22,0,TRUE,FALSE,News & Politics
SiDhj1Vq-uQ,12/6/2017,Saint Louis Chess Club,27,2017-12-03T19:49:39.000Z,80686,543,34,142,FALSE,FALSE,Education
uUEdjGTIB9Y,12/6/2017,Molly Burke,22,2017-12-02T18:30:04.000Z,49007,2610,93,260,FALSE,FALSE,People & Blogs
44W9qstI8H8,12/6/2017,Shoshana Bean,10,2017-12-01T16:45:59.000Z,454701,16369,475,1053,FALSE,FALSE,Music
chFKDaZns6w,12/6/2017,communitychannel,24,2017-12-01T22:11:00.000Z,295527,22388,2604,6348,FALSE,FALSE,Entertainment
DgOUdtUlL24,12/6/2017,Shay Mitchell,26,2017-12-01T19:00:00.000Z,3515288,157600,810,4521,FALSE,FALSE,How to & Style
4WnizmrnJlk,12/6/2017,Late Night with Seth Meyers,23,2017-12-01T02:00:01.000Z,2940750,27107,1324,3381,FALSE,FALSE,Comedy
h8hMvvP_Bdo,12/6/2017,BuzzFeedVideo,22,2017-12-01T19:00:29.000Z,1067312,24842,550,951,FALSE,FALSE,People & Blogs
SGKcrxK9hsg,12/6/2017,Kandee Johnson,26,2017-12-02T19:44:00.000Z,46911,3878,122,642,FALSE,FALSE,How to & Style
W_pH4u5-NhE,12/6/2017,Kita Osaka,23,2013-09-08T13:56:17.000Z,5580,21,2,0,FALSE,FALSE,Comedy
ElmsIGT85tI,12/6/2017,SiaVEVO,10,2017-12-01T18:00:01.000Z,1364527,56100,1473,3667,FALSE,FALSE,Music
817P8W8-mGE,12/6/2017,Ed Sheeran,10,2017-12-01T00:54:56.000Z,29337935,933938,19666,47767,FALSE,FALSE,Music
wSwewlSkIXU,12/6/2017,5FDPVEVO,10,2017-12-01T05:00:05.000Z,742781,28700,708,2162,FALSE,FALSE,Music
bMrRN99DYKU,12/6/2017,Billboard,10,2017-12-01T05:19:44.000Z,4269791,117746,4126,8979,FALSE,FALSE,Music
nVHcXZK7pKs,12/6/2017,Mnet K-POP,24,2017-12-01T15:13:06.000Z,5416778,370515,5326,26423,FALSE,FALSE,Entertainment
tfaGleA4qYo,12/6/2017,Inside Edition,25,2017-11-30T21:17:17.000Z,1034116,7814,1588,1781,FALSE,FALSE,News & Politics
o7iL2KzDh38,12/6/2017,Martin Garrix,10,2017-12-01T05:01:33.000Z,4667401,244335,3083,13467,FALSE,FALSE,Music
fEskVQgtwaI,12/6/2017,Open Road Films,24,2017-12-01T18:00:06.000Z,3265980,7904,535,933,FALSE,FALSE,Entertainment
QUDYmBTrudU,12/6/2017,Mike Diva,24,2017-12-01T18:40:28.000Z,97358,7570,422,453,FALSE,FALSE,Entertainment
